num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.03E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.35E+31
19.5,19.5,19.5,19.5,19.5,19.5,19.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,8.32E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.98E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,4.64E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.08E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.46E+31
20,20,20,20,20,20,20
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,8.68E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.05E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,4.84E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.12E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.54E+31
20.5,20.5,20.5,20.5,20.5,20.5,20.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,9.04E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.14E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.03E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.17E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.64E+31
21,21,21,21,21,21,21
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,9.36E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.22E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.22E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.21E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.74E+31
21.5,21.5,21.5,21.5,21.5,21.5,21.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,9.73E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.30E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.40E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.25E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.84E+31
22,22,22,22,22,22,22
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.01E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.39E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.61E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.30E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.94E+31
22.5,22.5,22.5,22.5,22.5,22.5,22.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.04E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.48E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.81E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.34E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.04E+31
23,23,23,23,23,23,23
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.07E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.55E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,5.98E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.38E+36
